Time,Activity,Interruption,Changed_Activity,AC_status,AC_Setting,TV_status,Light_status,After_Interruption_AC_status,After_Interruption_AC_Setting,After_Interruption_TV_status,After_Interruption_TV_Setting,After_Interruption_Light_status,After_Interruption_Light_Setting
2024-10-05 21:00:00,game,,,On,21,On,On,,,,,,
2024-10-05 21:30:00,set_alarms,,,On,21,On,On,,,,,,
2024-10-05 22:00:00,browse_social_media,Social Media Notification,browse_social_media,On,21,On,On,On,21.0,On,43.0,On,60.0
2024-10-05 22:30:00,set_alarms,,,On,21,On,On,,,,,,
2024-10-05 23:00:00,drink,,,On,21,On,On,,,,,,
2024-10-05 23:30:00,journal,,,On,21,On,On,,,,,,
2025-08-08 00:00:00,pay_bills,,,On,22,Off,Off,,,,,,
2025-08-08 00:30:00,set_alarms,,,On,22,Off,Off,,,,,,
2025-08-08 01:00:00,nap,Weather Alert,wake_up,On,22,Off,Off,On,22.0,Off,0.0,Off,0.0
2025-08-08 01:30:00,nap,,,On,22,Off,Off,,,,,,
2025-08-08 02:00:00,socialize,,,On,23,On,On,,,,,,
2025-08-08 02:30:00,journal,,,On,23,On,On,,,,,,
2025-08-08 03:00:00,shop_online,,,On,23,On,On,,,,,,
2025-08-08 03:30:00,set_alarms,,,On,23,On,On,,,,,,
2025-08-08 04:00:00,shop_online,,,On,23,On,On,,,,,,
2025-08-08 04:30:00,do_laundry,,,On,23,On,On,,,,,,
2025-08-08 05:00:00,wake_up,,,On,24,On,On,,,,,,
2025-08-08 05:30:00,shower,,,Off,24,On,On,,,,,,
2025-08-08 06:00:00,exercise,,,On,19,On,On,,,,,,
2025-08-08 06:30:00,shower,,,Off,19,On,On,,,,,,
2025-08-08 07:00:00,read,Unexpected Guest,read,Off,19,On,On,Off,19.0,On,36.0,On,80.0
2025-08-08 07:30:00,get_dressed,,,Off,19,On,On,,,,,,
2025-08-08 08:00:00,attend_online_class,Phone Call,communicate,Off,19,On,On,Off,19.0,On,36.0,On,80.0
2025-08-08 08:30:00,set_alarms,,,Off,19,On,On,,,,,,
2025-08-08 09:00:00,charge_devices,,,Off,19,On,On,,,,,,
2025-08-08 09:30:00,shower,,,Off,19,On,On,,,,,,
2025-08-08 10:00:00,brush_teeth,,,Off,19,On,On,,,,,,
2025-08-08 10:30:00,pay_bills,,,Off,19,On,On,,,,,,
2025-08-08 11:00:00,brush_teeth,,,Off,19,On,On,,,,,,
2025-08-08 11:30:00,socialize,,,On,22,On,On,,,,,,
2025-08-08 12:00:00,attend_online_class,,,On,22,On,On,,,,,,
2025-08-08 12:30:00,grocery_shop,,,On,22,On,On,,,,,,
2025-08-08 13:00:00,game,,,On,22,On,On,,,,,,
2025-08-08 13:30:00,socialize,,,On,22,On,On,,,,,,
2025-08-08 14:00:00,nap,,,On,22,On,On,,,,,,
2025-08-08 14:30:00,eat_takeout,,,On,22,On,On,,,,,,
2025-08-08 15:00:00,organize,,,On,22,On,On,,,,,,
2025-08-08 15:30:00,grocery_shop,,,On,22,On,On,,,,,,
2025-08-08 16:00:00,shop_online,,,On,22,On,On,,,,,,
2025-08-08 16:30:00,watch_media,,,On,23,On,On,,,,,,
2025-08-08 17:00:00,clean,,,On,23,On,On,,,,,,
2025-08-08 17:30:00,game,,,On,22,On,On,,,,,,
2025-08-08 18:00:00,shop_online,,,On,22,On,On,,,,,,
2025-08-08 18:30:00,read,,,On,22,On,On,,,,,,
2025-08-08 19:00:00,listen_music,Appliance Malfunction,other,On,22,On,On,On,22.0,Off,55.0,On,100.0
2025-08-08 19:30:00,pay_bills,,,On,22,Off,On,,,,,,
2025-08-08 20:00:00,socialize,,,On,22,On,On,,,,,,
2025-08-08 20:30:00,take_out_trash,,,On,22,On,On,,,,,,
2025-08-08 21:00:00,drink,,,On,22,On,On,,,,,,
2025-08-08 21:30:00,clean,,,On,22,On,On,,,,,,
2025-08-08 22:00:00,charge_devices,,,On,22,On,On,,,,,,
2025-08-08 22:30:00,communicate,,,On,22,On,On,,,,,,
2025-08-08 23:00:00,shower,,,Off,22,On,On,,,,,,
2025-08-08 23:30:00,socialize,,,On,23,On,On,,,,,,
2025-01-10 00:00:00,shop_online,,,On,22,Off,Off,,,,,,
2025-01-10 00:30:00,drink,,,On,22,Off,Off,,,,,,
2025-01-10 01:00:00,organize,,,On,22,Off,Off,,,,,,
2025-01-10 01:30:00,brush_teeth,Appliance Malfunction,other,On,22,Off,Off,On,22.0,Off,0.0,On,100.0
2025-01-10 02:00:00,drink,Pet Needs Attention,other,On,22,Off,On,On,22.0,Off,0.0,On,100.0
2025-01-10 02:30:00,drink,,,On,22,Off,On,,,,,,
2025-01-10 03:00:00,listen_music,,,On,22,Off,On,,,,,,
2025-01-10 03:30:00,prepare_for_bed,Unexpected Guest,prepare_for_bed,On,23,Off,On,On,23.0,Off,0.0,On,30.0
2025-01-10 04:00:00,take_out_trash,,,On,23,Off,On,,,,,,
2025-01-10 04:30:00,watch_media,,,On,23,On,On,,,,,,
2025-01-10 05:00:00,eat_breakfast,,,On,23,On,On,,,,,,
2025-01-10 05:30:00,socialize,,,On,22,On,On,,,,,,
2025-01-10 06:00:00,exercise,,,On,20,On,On,,,,,,
2025-01-10 06:30:00,exercise,,,On,18,On,On,,,,,,
2025-01-10 07:00:00,attend_online_class,Loud Noise Outside,nap,On,18,On,On,On,18.0,On,36.0,On,100.0
2025-01-10 07:30:00,sleep,,,On,20,Off,On,,,,,,
2025-01-10 08:00:00,do_laundry,,,On,20,Off,On,,,,,,
2025-01-10 08:30:00,shop_online,,,On,20,Off,On,,,,,,
2025-01-10 09:00:00,shop_online,,,On,20,Off,On,,,,,,
2025-01-10 09:30:00,grocery_shop,,,On,20,Off,On,,,,,,
2025-01-10 10:00:00,read,,,On,20,Off,On,,,,,,
2025-01-10 10:30:00,study,,,On,23,Off,On,,,,,,
2025-01-10 11:00:00,take_out_trash,,,On,23,Off,On,,,,,,
2025-01-10 11:30:00,eat_takeout,,,On,23,Off,On,,,,,,
2025-01-10 12:00:00,eat_takeout,,,On,23,Off,On,,,,,,
2025-01-10 12:30:00,nap,,,On,23,Off,On,,,,,,
2025-01-10 13:00:00,pay_bills,,,On,23,Off,On,,,,,,
2025-01-10 13:30:00,nap,,,On,23,Off,On,,,,,,
2025-01-10 14:00:00,socialize,,,On,22,On,On,,,,,,
2025-01-10 14:30:00,listen_music,,,On,22,On,On,,,,,,
2025-01-10 15:00:00,watch_media,,,On,24,On,On,,,,,,
2025-01-10 15:30:00,exercise,,,On,18,On,On,,,,,,
2025-01-10 16:00:00,watch_media,,,On,23,On,On,,,,,,
2025-01-10 16:30:00,attend_online_class,,,On,23,On,On,,,,,,
2025-01-10 17:00:00,socialize,,,On,23,On,On,,,,,,
2025-01-10 17:30:00,grocery_shop,,,On,23,On,On,,,,,,
2025-01-10 18:00:00,browse_social_media,,,On,23,On,On,,,,,,
2025-01-10 18:30:00,browse_social_media,,,On,23,On,On,,,,,,
2025-01-10 19:00:00,eat_takeout,,,On,23,On,On,,,,,,
2025-01-10 19:30:00,socialize,,,On,24,On,On,,,,,,
2025-01-10 20:00:00,shop_online,,,On,24,On,On,,,,,,
2025-01-10 20:30:00,set_alarms,,,On,24,On,On,,,,,,
2025-01-10 21:00:00,brush_teeth,,,On,24,On,On,,,,,,
2025-01-10 21:30:00,nap,,,On,24,On,On,,,,,,
2025-01-10 22:00:00,communicate,,,On,24,On,On,,,,,,
2025-01-10 22:30:00,brush_teeth,,,On,24,On,On,,,,,,
2025-01-10 23:00:00,socialize,,,On,22,On,On,,,,,,
2025-01-10 23:30:00,shower,,,Off,22,On,On,,,,,,
2025-08-23 00:00:00,clean,,,On,22,Off,Off,,,,,,
2025-08-23 00:30:00,prepare_for_bed,,,On,22,Off,On,,,,,,
2025-08-23 01:00:00,socialize,,,On,22,On,On,,,,,,
2025-08-23 01:30:00,socialize,,,On,24,On,On,,,,,,
2025-08-23 02:00:00,group_project,,,On,24,On,On,,,,,,
2025-08-23 02:30:00,nap,,,On,24,On,On,,,,,,
2025-08-23 03:00:00,shop_online,,,On,24,On,On,,,,,,
2025-08-23 03:30:00,browse_social_media,,,On,24,On,On,,,,,,
2025-08-23 04:00:00,organize,,,On,24,On,On,,,,,,
2025-08-23 04:30:00,socialize,,,On,23,On,On,,,,,,
2025-08-23 05:00:00,eat_breakfast,,,On,23,On,On,,,,,,
2025-08-23 05:30:00,sleep,,,On,22,Off,On,,,,,,
2025-08-23 06:00:00,sleep,,,On,21,Off,On,,,,,,
2025-08-23 06:30:00,wake_up,,,On,22,Off,On,,,,,,
2025-08-23 07:00:00,brush_teeth,,,On,22,Off,On,,,,,,
2025-08-23 07:30:00,meditate,,,On,22,Off,On,,,,,,
2025-08-23 08:00:00,get_dressed,,,On,22,Off,On,,,,,,
2025-08-23 08:30:00,group_project,,,On,22,Off,On,,,,,,
2025-08-23 09:00:00,communicate,Breaking News Alert,watch_media,On,22,Off,On,On,22.0,Off,36.0,On,70.0
2025-08-23 09:30:00,read,,,On,22,Off,On,,,,,,
2025-08-23 10:00:00,communicate,,,On,22,Off,On,,,,,,
2025-08-23 10:30:00,browse_social_media,,,On,22,Off,On,,,,,,
2025-08-23 11:00:00,organize,,,On,22,Off,On,,,,,,
2025-08-23 11:30:00,organize,,,On,22,Off,On,,,,,,
2025-08-23 12:00:00,communicate,,,On,22,Off,On,,,,,,
2025-08-23 12:30:00,cook,,,On,23,Off,On,,,,,,
2025-08-23 13:00:00,cook,,,On,24,Off,On,,,,,,
2025-08-23 13:30:00,communicate,,,On,24,Off,On,,,,,,
2025-08-23 14:00:00,attend_online_class,,,On,24,Off,On,,,,,,
2025-08-23 14:30:00,attend_online_class,,,On,24,Off,On,,,,,,
2025-08-23 15:00:00,organize,,,On,24,Off,On,,,,,,
2025-08-23 15:30:00,organize,,,On,24,Off,On,,,,,,
2025-08-23 16:00:00,group_project,,,On,24,Off,On,,,,,,
2025-08-23 16:30:00,meditate,,,On,24,Off,On,,,,,,
2025-08-23 17:00:00,take_out_trash,,,On,24,Off,On,,,,,,
2025-08-23 17:30:00,group_project,,,On,24,Off,On,,,,,,
2025-08-23 18:00:00,organize,,,On,24,Off,On,,,,,,
2025-08-23 18:30:00,take_out_trash,,,On,24,Off,On,,,,,,
2025-08-23 19:00:00,read,,,On,24,Off,On,,,,,,
2025-08-23 19:30:00,grocery_shop,,,On,24,Off,On,,,,,,
2025-08-23 20:00:00,charge_devices,Received an Important Email,charge_devices,On,24,Off,On,On,24.0,Off,36.0,On,100.0
2025-08-23 20:30:00,prepare_for_bed,Received an Important Email,communicate,On,21,Off,On,On,21.0,Off,36.0,On,30.0
2025-08-23 21:00:00,set_alarms,,,On,21,Off,On,,,,,,
2025-08-23 21:30:00,drink,,,On,21,Off,On,,,,,,
2025-08-23 22:00:00,prepare_for_bed,Weather Alert,prepare_for_bed,On,21,Off,On,On,21.0,Off,36.0,On,30.0
2025-08-23 22:30:00,shower,,,Off,21,Off,On,,,,,,
2025-08-23 23:00:00,journal,,,Off,21,Off,On,,,,,,
2025-08-23 23:30:00,set_alarms,,,Off,21,Off,On,,,,,,
2025-01-17 00:00:00,do_laundry,,,On,22,Off,Off,,,,,,
2025-01-17 00:30:00,prepare_for_bed,,,On,21,Off,On,,,,,,
2025-01-17 01:00:00,read,,,On,21,Off,On,,,,,,
2025-01-17 01:30:00,do_laundry,,,On,21,Off,On,,,,,,
2025-01-17 02:00:00,charge_devices,Food Delivery Arrival,eat,On,21,Off,On,On,21.0,Off,0.0,On,30.0
2025-01-17 02:30:00,organize,,,On,21,Off,On,,,,,,
2025-01-17 03:00:00,prepare_for_bed,,,On,23,Off,On,,,,,,
2025-01-17 03:30:00,cook,,,On,25,Off,On,,,,,,
2025-01-17 04:00:00,nap,,,On,25,Off,On,,,,,,
2025-01-17 04:30:00,group_project,,,On,25,Off,On,,,,,,
2025-01-17 05:00:00,get_dressed,,,On,25,Off,On,,,,,,
2025-01-17 05:30:00,wake_up,,,On,22,Off,On,,,,,,
2025-01-17 06:00:00,take_out_trash,,,On,22,Off,On,,,,,,
2025-01-17 06:30:00,eat_breakfast,,,On,22,Off,On,,,,,,
2025-01-17 07:00:00,sleep,Breaking News Alert,watch_media,On,20,Off,On,On,20.0,Off,0.0,On,10.0
2025-01-17 07:30:00,exercise,,,On,19,Off,On,,,,,,
2025-01-17 08:00:00,meditate,Social Media Notification,meditate,On,19,Off,On,On,19.0,Off,0.0,On,100.0
2025-01-17 08:30:00,listen_music,,,On,19,Off,On,,,,,,
2025-01-17 09:00:00,communicate,,,On,19,Off,On,,,,,,
2025-01-17 09:30:00,study,,,On,23,Off,On,,,,,,
2025-01-17 10:00:00,wake_up,Doorbell,wake_up,On,24,Off,On,On,24.0,Off,0.0,On,70.0
2025-01-17 10:30:00,clean,,,On,24,Off,On,,,,,,
2025-01-17 11:00:00,pay_bills,,,On,24,Off,On,,,,,,
2025-01-17 11:30:00,nap,,,On,24,Off,On,,,,,,
2025-01-17 12:00:00,game,,,On,23,On,On,,,,,,
2025-01-17 12:30:00,communicate,,,On,23,On,On,,,,,,
2025-01-17 13:00:00,nap,,,On,23,On,On,,,,,,
2025-01-17 13:30:00,game,,,On,22,On,On,,,,,,
2025-01-17 14:00:00,pay_bills,,,On,22,On,On,,,,,,
2025-01-17 14:30:00,grocery_shop,,,On,22,On,On,,,,,,
2025-01-17 15:00:00,pay_bills,,,On,22,On,On,,,,,,
2025-01-17 15:30:00,take_out_trash,,,On,22,On,On,,,,,,
2025-01-17 16:00:00,eat_takeout,,,On,22,On,On,,,,,,
2025-01-17 16:30:00,clean,,,On,22,On,On,,,,,,
2025-01-17 17:00:00,exercise,,,On,20,On,On,,,,,,
2025-01-17 17:30:00,eat_takeout,,,On,20,On,On,,,,,,
2025-01-17 18:00:00,organize,,,On,20,On,On,,,,,,
2025-01-17 18:30:00,socialize,,,On,22,On,On,,,,,,
2025-01-17 19:00:00,clean,,,On,22,On,On,,,,,,
2025-01-17 19:30:00,nap,,,On,22,On,On,,,,,,
2025-01-17 20:00:00,drink,,,On,22,On,On,,,,,,
2025-01-17 20:30:00,prepare_for_bed,,,On,23,Off,On,,,,,,
2025-01-17 21:00:00,socialize,,,On,23,On,On,,,,,,
2025-01-17 21:30:00,game,,,On,22,On,On,,,,,,
2025-01-17 22:00:00,communicate,,,On,22,On,On,,,,,,
2025-01-17 22:30:00,cook,,,On,25,On,On,,,,,,
2025-01-17 23:00:00,set_alarms,,,On,25,On,On,,,,,,
2025-01-17 23:30:00,set_alarms,,,On,25,On,On,,,,,,
2024-12-07 00:00:00,shop_online,,,On,22,Off,Off,,,,,,
2024-12-07 00:30:00,drink,Weather Alert,drink,On,22,Off,Off,On,22.0,Off,0.0,Off,0.0
2024-12-07 01:00:00,nap,,,On,22,Off,Off,,,,,,
2024-12-07 01:30:00,prepare_for_bed,,,On,22,Off,On,,,,,,
2024-12-07 02:00:00,sleep,,,On,22,Off,On,,,,,,
2024-12-07 02:30:00,browse_social_media,,,On,22,Off,On,,,,,,
2024-12-07 03:00:00,wake_up,,,On,23,Off,On,,,,,,
2024-12-07 03:30:00,set_alarms,,,On,23,Off,On,,,,,,
2024-12-07 04:00:00,drink,Weather Alert,drink,On,23,Off,On,On,23.0,Off,0.0,On,70.0
2024-12-07 04:30:00,take_out_trash,,,On,23,Off,On,,,,,,
2024-12-07 05:00:00,exercise,,,On,18,Off,On,,,,,,
2024-12-07 05:30:00,sleep,,,On,20,Off,On,,,,,,
2024-12-07 06:00:00,eat_breakfast,,,On,20,Off,On,,,,,,
2024-12-07 06:30:00,charge_devices,,,On,20,Off,On,,,,,,
2024-12-07 07:00:00,meditate,,,On,20,Off,On,,,,,,
2024-12-07 07:30:00,attend_online_class,,,On,20,Off,On,,,,,,
2024-12-07 08:00:00,do_laundry,Food Delivery Arrival,eat,On,20,Off,On,On,20.0,Off,0.0,On,10.0
2024-12-07 08:30:00,do_laundry,,,On,20,Off,On,,,,,,
2024-12-07 09:00:00,get_dressed,,,On,20,Off,On,,,,,,
2024-12-07 09:30:00,wake_up,,,On,24,Off,On,,,,,,
2024-12-07 10:00:00,charge_devices,,,On,24,Off,On,,,,,,
2024-12-07 10:30:00,meditate,,,On,24,Off,On,,,,,,
2024-12-07 11:00:00,shower,,,Off,24,Off,On,,,,,,
2024-12-07 11:30:00,brush_teeth,,,Off,24,Off,On,,,,,,
2024-12-07 12:00:00,eat_takeout,,,Off,24,Off,On,,,,,,
2024-12-07 12:30:00,exercise,,,On,18,Off,On,,,,,,
2024-12-07 13:00:00,grocery_shop,,,On,18,Off,On,,,,,,
2024-12-07 13:30:00,meditate,Pet Needs Attention,other,On,18,Off,On,On,22.0,Off,0.0,On,100.0
2024-12-07 14:00:00,grocery_shop,,,On,22,Off,On,,,,,,
2024-12-07 14:30:00,take_out_trash,,,On,22,Off,On,,,,,,
2024-12-07 15:00:00,game,,,On,22,On,On,,,,,,
2024-12-07 15:30:00,grocery_shop,,,On,22,On,On,,,,,,
2024-12-07 16:00:00,game,,,On,21,On,On,,,,,,
2024-12-07 16:30:00,clean,,,On,21,On,On,,,,,,
2024-12-07 17:00:00,organize,,,On,21,On,On,,,,,,
2024-12-07 17:30:00,study,,,On,24,On,On,,,,,,
2024-12-07 18:00:00,study,,,On,25,On,On,,,,,,
2024-12-07 18:30:00,socialize,,,On,22,On,On,,,,,,
2024-12-07 19:00:00,pay_bills,,,On,22,On,On,,,,,,
2024-12-07 19:30:00,socialize,,,On,24,On,On,,,,,,
2024-12-07 20:00:00,journal,,,On,24,On,On,,,,,,
2024-12-07 20:30:00,eat_takeout,,,On,24,On,On,,,,,,
2024-12-07 21:00:00,journal,,,On,24,On,On,,,,,,
2024-12-07 21:30:00,pay_bills,,,On,24,On,On,,,,,,
2024-12-07 22:00:00,grocery_shop,,,On,24,On,On,,,,,,
2024-12-07 22:30:00,take_out_trash,,,On,24,On,On,,,,,,
2024-12-07 23:00:00,meditate,,,On,24,On,On,,,,,,
2024-12-07 23:30:00,organize,,,On,24,On,On,,,,,,
2025-09-09 00:00:00,meditate,,,On,22,Off,Off,,,,,,
2025-09-09 00:30:00,game,,,On,21,On,On,,,,,,
2025-09-09 01:00:00,cook,,,On,23,On,On,,,,,,
2025-09-09 01:30:00,watch_media,Weather Alert,watch_media,On,24,On,On,On,24.0,On,39.0,On,40.0
2025-09-09 02:00:00,do_laundry,,,On,24,On,On,,,,,,
2025-09-09 02:30:00,read,,,On,24,On,On,,,,,,
2025-09-09 03:00:00,drink,Doorbell,socialize,On,24,On,On,On,24.0,On,39.0,On,40.0
2025-09-09 03:30:00,exercise,,,On,20,On,On,,,,,,
2025-09-09 04:00:00,charge_devices,,,On,20,On,On,,,,,,
2025-09-09 04:30:00,journal,,,On,20,On,On,,,,,,
2025-09-09 05:00:00,get_dressed,Food Delivery Arrival,eat,On,20,On,On,On,20.0,On,39.0,On,100.0
2025-09-09 05:30:00,brush_teeth,,,On,20,On,On,,,,,,
2025-09-09 06:00:00,get_dressed,,,On,20,On,On,,,,,,
2025-09-09 06:30:00,wake_up,,,On,22,On,On,,,,,,
2025-09-09 07:00:00,get_dressed,,,On,22,On,On,,,,,,
2025-09-09 07:30:00,wake_up,,,On,22,On,On,,,,,,
2025-09-09 08:00:00,eat_breakfast,,,On,22,On,On,,,,,,
2025-09-09 08:30:00,exercise,,,On,19,On,On,,,,,,
2025-09-09 09:00:00,communicate,,,On,19,On,On,,,,,,
2025-09-09 09:30:00,wake_up,,,On,22,On,On,,,,,,
2025-09-09 10:00:00,journal,,,On,22,On,On,,,,,,
2025-09-09 10:30:00,brush_teeth,,,On,22,On,On,,,,,,
2025-09-09 11:00:00,attend_online_class,,,On,22,On,On,,,,,,
2025-09-09 11:30:00,read,,,On,22,On,On,,,,,,
2025-09-09 12:00:00,cook,,,On,24,On,On,,,,,,
2025-09-09 12:30:00,brush_teeth,,,On,24,On,On,,,,,,
2025-09-09 13:00:00,exercise,,,On,18,On,On,,,,,,
2025-09-09 13:30:00,shower,,,Off,18,On,On,,,,,,
2025-09-09 14:00:00,grocery_shop,,,Off,18,On,On,,,,,,
2025-09-09 14:30:00,watch_media,,,On,22,On,On,,,,,,
2025-09-09 15:00:00,study,,,On,23,On,On,,,,,,
2025-09-09 15:30:00,attend_online_class,,,On,23,On,On,,,,,,
2025-09-09 16:00:00,clean,,,On,23,On,On,,,,,,
2025-09-09 16:30:00,shop_online,,,On,23,On,On,,,,,,
2025-09-09 17:00:00,watch_media,,,On,22,On,On,,,,,,
2025-09-09 17:30:00,eat_takeout,,,On,22,On,On,,,,,,
2025-09-09 18:00:00,communicate,,,On,22,On,On,,,,,,
2025-09-09 18:30:00,do_laundry,,,On,22,On,On,,,,,,
2025-09-09 19:00:00,attend_online_class,,,On,22,On,On,,,,,,
2025-09-09 19:30:00,eat_takeout,,,On,22,On,On,,,,,,
2025-09-09 20:00:00,shower,,,Off,22,On,On,,,,,,
2025-09-09 20:30:00,listen_music,,,Off,22,On,On,,,,,,
2025-09-09 21:00:00,set_alarms,,,Off,22,On,On,,,,,,
2025-09-09 21:30:00,listen_music,,,Off,22,On,On,,,,,,
2025-09-09 22:00:00,do_laundry,,,Off,22,On,On,,,,,,
2025-09-09 22:30:00,shop_online,,,Off,22,On,On,,,,,,
2025-09-09 23:00:00,read,,,Off,22,On,On,,,,,,
2025-09-09 23:30:00,shop_online,Pet Needs Attention,other,Off,22,On,On,Off,22.0,Off,31.0,On,100.0
2025-07-27 00:00:00,socialize,,,On,22,Off,Off,,,,,,
2025-07-27 00:30:00,prepare_for_bed,,,On,23,Off,On,,,,,,
2025-07-27 01:00:00,sleep,,,On,21,Off,On,,,,,,
2025-07-27 01:30:00,socialize,Social Media Notification,socialize,On,22,On,On,On,22.0,On,24.0,On,70.0
2025-07-27 02:00:00,journal,,,On,22,On,On,,,,,,
2025-07-27 02:30:00,nap,,,On,22,On,On,,,,,,
2025-07-27 03:00:00,meditate,,,On,22,On,On,,,,,,
2025-07-27 03:30:00,eat_takeout,Food Delivery Arrival,eat,On,22,On,On,On,22.0,On,24.0,On,70.0
2025-07-27 04:00:00,prepare_for_bed,,,On,21,Off,On,,,,,,
2025-07-27 04:30:00,read,Weather Alert,read,On,21,Off,On,On,21.0,Off,24.0,On,30.0
2025-07-27 05:00:00,sleep,Weather Alert,sleep,On,22,Off,On,On,22.0,Off,24.0,On,10.0
2025-07-27 05:30:00,wake_up,,,On,23,Off,On,,,,,,
2025-07-27 06:00:00,sleep,,,On,21,Off,On,,,,,,
2025-07-27 06:30:00,get_dressed,,,On,21,Off,On,,,,,,
2025-07-27 07:00:00,eat_breakfast,,,On,21,Off,On,,,,,,
2025-07-27 07:30:00,eat_breakfast,,,On,21,Off,On,,,,,,
2025-07-27 08:00:00,clean,,,On,21,Off,On,,,,,,
2025-07-27 08:30:00,study,,,On,25,Off,On,,,,,,
2025-07-27 09:00:00,exercise,,,On,20,Off,On,,,,,,
2025-07-27 09:30:00,organize,,,On,20,Off,On,,,,,,
2025-07-27 10:00:00,group_project,,,On,20,Off,On,,,,,,
2025-07-27 10:30:00,brush_teeth,,,On,20,Off,On,,,,,,
2025-07-27 11:00:00,journal,,,On,20,Off,On,,,,,,
2025-07-27 11:30:00,browse_social_media,,,On,20,Off,On,,,,,,
2025-07-27 12:00:00,study,,,On,24,Off,On,,,,,,
2025-07-27 12:30:00,do_laundry,,,On,24,Off,On,,,,,,
2025-07-27 13:00:00,take_out_trash,,,On,24,Off,On,,,,,,
2025-07-27 13:30:00,do_laundry,,,On,24,Off,On,,,,,,
2025-07-27 14:00:00,game,,,On,21,On,On,,,,,,
2025-07-27 14:30:00,watch_media,,,On,24,On,On,,,,,,
2025-07-27 15:00:00,shop_online,,,On,24,On,On,,,,,,
2025-07-27 15:30:00,cook,,,On,24,On,On,,,,,,
2025-07-27 16:00:00,pay_bills,,,On,24,On,On,,,,,,
2025-07-27 16:30:00,eat_takeout,,,On,24,On,On,,,,,,
2025-07-27 17:00:00,nap,,,On,24,On,On,,,,,,
2025-07-27 17:30:00,shop_online,,,On,24,On,On,,,,,,
2025-07-27 18:00:00,group_project,,,On,24,On,On,,,,,,
2025-07-27 18:30:00,nap,,,On,24,On,On,,,,,,
2025-07-27 19:00:00,charge_devices,,,On,24,On,On,,,,,,
2025-07-27 19:30:00,clean,,,On,24,On,On,,,,,,
2025-07-27 20:00:00,browse_social_media,,,On,24,On,On,,,,,,
2025-07-27 20:30:00,read,,,On,24,On,On,,,,,,
2025-07-27 21:00:00,game,,,On,22,On,On,,,,,,
2025-07-27 21:30:00,socialize,,,On,23,On,On,,,,,,
2025-07-27 22:00:00,journal,,,On,23,On,On,,,,,,
2025-07-27 22:30:00,read,,,On,23,On,On,,,,,,
2025-07-27 23:00:00,prepare_for_bed,,,On,22,Off,On,,,,,,
2025-07-27 23:30:00,drink,,,On,22,Off,On,,,,,,
2025-03-22 00:00:00,get_dressed,,,On,22,Off,Off,,,,,,
2025-03-22 00:30:00,charge_devices,,,On,22,Off,Off,,,,,,
2025-03-22 01:00:00,nap,,,On,22,Off,Off,,,,,,
2025-03-22 01:30:00,charge_devices,,,On,22,Off,Off,,,,,,
2025-03-22 02:00:00,do_laundry,,,On,22,Off,Off,,,,,,
2025-03-22 02:30:00,do_laundry,Neighbor Playing Loud Music,do_laundry,On,22,Off,Off,On,22.0,Off,0.0,Off,0.0
2025-03-22 03:00:00,socialize,Phone Call,socialize,On,22,On,On,On,22.0,On,36.0,On,70.0
2025-03-22 03:30:00,socialize,,,On,22,On,On,,,,,,
2025-03-22 04:00:00,socialize,,,On,24,On,On,,,,,,
2025-03-22 04:30:00,drink,,,On,24,On,On,,,,,,
2025-03-22 05:00:00,nap,,,On,24,On,On,,,,,,
2025-03-22 05:30:00,read,,,On,24,On,On,,,,,,
2025-03-22 06:00:00,sleep,,,On,22,Off,On,,,,,,
2025-03-22 06:30:00,brush_teeth,,,On,22,Off,On,,,,,,
2025-03-22 07:00:00,wake_up,,,On,23,Off,On,,,,,,
2025-03-22 07:30:00,browse_social_media,,,On,23,Off,On,,,,,,
2025-03-22 08:00:00,attend_online_class,,,On,23,Off,On,,,,,,
2025-03-22 08:30:00,group_project,,,On,23,Off,On,,,,,,
2025-03-22 09:00:00,nap,Food Delivery Arrival,eat,On,23,Off,On,On,23.0,Off,37.0,On,70.0
2025-03-22 09:30:00,study,,,On,25,Off,On,,,,,,
2025-03-22 10:00:00,study,,,On,23,Off,On,,,,,,
2025-03-22 10:30:00,eat_breakfast,,,On,23,Off,On,,,,,,
2025-03-22 11:00:00,listen_music,,,On,23,Off,On,,,,,,
2025-03-22 11:30:00,study,Pet Needs Attention,study,On,24,Off,On,On,22.0,Off,37.0,On,100.0
2025-03-22 12:00:00,watch_media,,,On,22,On,On,,,,,,
2025-03-22 12:30:00,nap,,,On,22,On,On,,,,,,
2025-03-22 13:00:00,nap,,,On,22,On,On,,,,,,
2025-03-22 13:30:00,charge_devices,,,On,22,On,On,,,,,,
2025-03-22 14:00:00,drink,,,On,22,On,On,,,,,,
2025-03-22 14:30:00,eat_takeout,,,On,22,On,On,,,,,,
2025-03-22 15:00:00,cook,,,On,23,On,On,,,,,,
2025-03-22 15:30:00,do_laundry,,,On,23,On,On,,,,,,
2025-03-22 16:00:00,shop_online,,,On,23,On,On,,,,,,
2025-03-22 16:30:00,communicate,,,On,23,On,On,,,,,,
2025-03-22 17:00:00,game,,,On,23,On,On,,,,,,
2025-03-22 17:30:00,organize,,,On,23,On,On,,,,,,
2025-03-22 18:00:00,clean,,,On,23,On,On,,,,,,
2025-03-22 18:30:00,read,,,On,23,On,On,,,,,,
2025-03-22 19:00:00,brush_teeth,,,On,23,On,On,,,,,,
